date,NO2_mean,NOX_mean,NO_mean,PM25_mean,SO2_mean,SPM_mean,CH4_mean,CO_mean,NMHC_mean,THC_mean
2011-01-01,22.167,35.375,13.208,,1.25,23.042,,,,
2011-01-02,13.167,16.583,3.417,,0.739,14.708,,,,
2011-01-03,8.958,10.0,1.042,,0.583,2.708,,,,
2011-01-04,16.625,20.958,4.333,,1.167,8.958,,,,
2011-01-05,12.542,14.458,1.917,,1.0,3.792,,,,
2011-01-06,32.591,56.864,24.273,,2.136,14.045,,,,
2011-01-07,9.391,11.087,1.696,,1.0,4.083,,,,
2011-01-08,12.542,15.042,2.5,,0.958,4.75,,,,
2011-01-09,25.417,35.833,10.417,,1.783,18.792,,,,
2011-01-10,30.417,47.75,17.333,,1.75,19.875,,,,
2011-01-11,21.292,33.167,11.875,,1.875,19.208,,,,
2011-01-12,19.917,35.458,15.542,,0.958,7.667,,,,
2011-01-13,36.455,69.636,33.182,,2.087,15.435,,,,
2011-01-14,18.348,25.696,7.348,,1.083,7.417,,,,
2011-01-15,25.542,38.042,12.5,,1.625,16.625,,,,
2011-01-16,24.5,32.125,7.625,,1.13,20.917,,,,
2011-01-17,25.958,39.875,13.917,,1.0,16.125,,,,
2011-01-18,40.083,86.167,46.083,,2.375,30.625,,,,
2011-01-19,24.833,48.333,23.5,,2.375,27.583,,,,
2011-01-20,15.818,18.227,2.409,,1.304,16.0,,,,
2011-01-21,12.609,14.783,2.174,,1.0,6.833,,,,
2011-01-22,13.333,22.0,8.667,,0.875,4.625,,,,
2011-01-23,26.292,75.042,48.75,,1.304,15.375,,,,
2011-01-24,25.5,41.958,16.458,,0.292,11.083,,,,
2011-01-25,31.458,61.792,30.333,,0.0,19.292,,,,
2011-01-26,25.375,39.25,13.875,,0.0,10.208,,,,
2011-01-27,32.682,80.182,47.5,,0.0,16.409,,,,
2011-01-28,19.609,34.478,14.87,,0.0,13.583,,,,
2011-01-29,8.0,9.125,1.125,,0.0,3.958,,,,
2011-01-30,25.333,56.125,30.792,,0.0,6.917,,,,
2011-01-31,30.875,53.833,22.958,,0.0,11.833,,,,
2011-02-01,24.5,58.917,34.417,,2.292,12.625,,,,
2011-02-02,8.125,9.5,1.375,,1.417,4.0,,,,
2011-02-03,37.15,82.2,45.05,,2.261,13.333,,,,
2011-02-04,28.565,50.565,22.0,,1.875,15.75,,,,
2011-02-05,15.583,17.5,1.917,,2.208,15.583,,,,
2011-02-06,37.167,51.583,14.417,,2.087,46.375,,,,
2011-02-07,31.25,48.083,16.833,,1.0,37.708,,,,
2011-02-08,14.333,17.25,2.917,,1.0,5.917,,,,
2011-02-09,15.0,19.042,4.042,,1.042,4.708,,,,
2011-02-10,32.87,62.435,29.565,,1.773,14.783,,,,
2011-02-11,18.391,23.391,5.0,,1.083,8.583,,,,
2011-02-12,12.583,14.042,1.458,,1.083,9.875,,,,
2011-02-13,29.833,42.708,12.875,,2.043,20.042,,,,
2011-02-14,32.125,42.375,10.25,,1.542,34.792,,,,
2011-02-15,28.182,50.5,22.318,,1.435,36.739,,,,
2011-02-16,17.958,20.042,2.083,,0.958,12.25,,,,
2011-02-17,18.5,24.542,6.042,,1.083,20.75,,,,
2011-02-18,9.13,10.609,1.478,,0.917,4.5,,,,
2011-02-19,23.208,31.958,8.75,,1.25,10.25,,,,
2011-02-20,31.542,40.125,8.583,,2.217,14.042,,,,
2011-02-21,38.042,53.708,15.667,,2.917,20.833,,,,
2011-02-22,19.167,22.042,2.875,,3.375,20.375,,,,
2011-02-23,26.333,39.833,13.5,,1.667,30.667,,,,
2011-02-24,12.045,13.318,1.273,,3.136,22.087,,,,
2011-02-25,13.739,15.217,1.478,,1.0,13.208,,,,
2011-02-26,8.792,10.0,1.208,,1.125,6.708,,,,
2011-02-27,7.417,8.625,1.208,,1.0,5.375,,,,
2011-02-28,14.958,17.0,2.042,,1.0,8.708,,,,
2011-03-01,27.087,37.522,10.435,,2.261,18.167,,,,
2011-03-02,23.958,45.917,21.958,,1.417,19.625,,,,
2011-03-03,10.522,12.217,1.696,,2.208,11.542,,,,
2011-03-04,6.458,7.0,0.542,,1.875,13.5,,,,
2011-03-05,23.833,31.75,7.917,,1.0,13.875,,,,
2011-03-06,24.458,40.625,16.167,,2.042,24.75,,,,
2011-03-07,17.167,20.75,3.583,,1.0,33.708,,,,
2011-03-08,14.292,15.875,1.583,,1.0,17.0,,,,
2011-03-09,19.174,21.783,2.609,,1.045,19.565,,,,
2011-03-10,11.087,12.652,1.565,,0.792,4.583,,,,
2011-03-11,11.792,13.583,1.792,,1.0,10.458,,,,
2011-03-12,11.333,13.833,2.5,,0.913,5.042,,,,
2011-03-13,10.125,11.375,1.25,,1.0,4.958,,,,
2011-03-14,23.875,27.625,3.75,,1.417,13.125,,,,
2011-03-15,18.375,27.917,9.542,,1.333,17.333,,,,
2011-03-16,19.435,22.826,3.391,,1.435,17.13,,,,
2011-03-17,32.87,39.652,6.783,,1.292,36.042,,,,
2011-03-18,22.958,35.0,12.042,,1.042,34.083,,,,
2011-03-19,12.833,14.917,2.083,,0.696,8.292,,,,
2011-03-20,17.583,19.583,2.0,,1.833,15.958,,,,
2011-03-21,9.917,11.042,1.125,,1.0,7.0,,,,
2011-03-22,51.417,93.833,42.417,,2.208,34.625,,,,
2011-03-23,35.136,50.955,15.818,,1.652,44.478,,,,
2011-03-24,23.826,30.261,6.435,,0.958,10.958,,,,
2011-03-25,16.958,28.208,11.25,,1.125,7.875,,,,
2011-03-26,21.042,25.917,4.875,,1.0,7.917,,,,
2011-03-27,23.167,25.708,2.542,,1.708,13.708,,,,
2011-03-28,24.625,33.75,9.125,,1.792,26.375,,,,
2011-03-29,18.083,20.667,2.583,,1.75,15.375,,,,
2011-03-30,28.217,48.652,20.435,,1.304,27.783,,,,
2011-03-31,5.478,6.087,0.609,,0.208,11.25,,,,
2011-04-01,26.75,34.25,7.5,,2.583,19.042,,,,
2011-04-02,23.25,27.792,4.542,,2.333,30.958,,,,
2011-04-03,9.958,10.708,0.75,,1.0,11.792,,,,
2011-04-04,12.083,13.375,1.292,,1.125,12.5,,,,
2011-04-05,24.625,27.75,3.125,,2.25,16.125,,,,
2011-04-06,33.609,45.304,11.696,,3.583,24.708,,,,
2011-04-07,28.818,37.455,8.636,,2.35,26.545,,,,
2011-04-08,8.167,8.958,0.792,,0.292,13.75,,,,
2011-04-09,11.625,13.042,1.417,,0.417,15.458,,,,
2011-04-10,7.542,8.042,0.5,,1.208,16.208,,,,
2011-04-11,19.458,23.25,3.792,,1.625,28.333,,,,
2011-04-12,7.125,7.75,0.625,,0.5,12.875,,,,
2011-04-13,38.174,43.13,4.957,,4.083,26.0,,,,
2011-04-14,33.25,37.083,3.833,,5.208,35.625,,,,
2011-04-15,24.087,29.826,5.739,,3.478,38.391,,,,
2011-04-16,7.458,8.75,1.292,,1.0,14.708,,,,
2011-04-17,7.0,7.583,0.583,,1.542,13.75,,,,
2011-04-18,9.292,10.292,1.0,,1.083,15.5,,,,
2011-04-19,10.292,11.792,1.5,,0.292,12.292,,,,
2011-04-20,13.174,17.348,4.174,,0.708,11.208,,,,
2011-04-21,12.913,14.609,1.696,,1.174,12.609,,,,
2011-04-22,25.708,28.625,2.917,,3.625,28.25,,,,
2011-04-23,14.708,16.542,1.833,,3.083,17.75,,,,
2011-04-24,6.125,7.292,1.167,,1.542,10.125,,,,
2011-04-25,22.125,26.958,4.833,,1.333,18.458,,,,
2011-04-26,26.208,31.833,5.625,,2.333,20.708,,,,
2011-04-27,15.652,19.174,3.522,,2.208,37.292,,,,
2011-04-28,10.273,11.773,1.5,,1.217,17.348,,,,
2011-04-29,8.875,9.792,0.917,,1.542,13.542,,,,
2011-04-30,17.208,22.667,5.458,,2.083,28.042,,,,
2011-05-01,10.667,11.667,1.0,,0.792,24.25,,,,
2011-05-02,11.625,13.375,1.75,,0.792,57.583,,,,
2011-05-03,11.125,12.208,1.083,,1.167,36.917,,,,
2011-05-04,11.13,12.043,0.913,,2.0,24.458,,,,
2011-05-05,5.708,6.208,0.5,,1.042,18.25,,,,
2011-05-06,9.261,10.174,0.913,,1.091,18.0,,,,
2011-05-07,16.417,19.833,3.417,,0.708,27.583,,,,
2011-05-08,15.875,18.708,2.833,,1.542,31.917,,,,
2011-05-09,21.833,23.875,2.042,,2.583,24.583,,,,
2011-05-10,32.75,37.833,5.083,,1.458,39.042,,,,
2011-05-11,13.304,13.739,0.435,,0.542,16.875,,,,
2011-05-12,12.792,13.75,0.958,,0.583,23.167,,,,
2011-05-13,18.909,25.318,6.409,,0.957,21.0,,,,
2011-05-14,19.083,22.917,3.833,,2.25,32.833,,,,
2011-05-15,11.0,11.708,0.708,,2.375,14.625,,,,
2011-05-16,22.708,24.708,2.0,,2.792,22.583,,,,
2011-05-17,23.417,25.333,1.917,,1.5,35.25,,,,
2011-05-18,23.304,27.609,4.304,,2.458,45.5,,,,
2011-05-19,29.125,32.333,3.208,,3.083,47.333,,,,
2011-05-20,35.087,44.348,9.261,,3.136,43.087,,,,
2011-05-21,26.167,30.25,4.083,,2.042,35.917,,,,
2011-05-22,7.583,8.625,1.042,,0.583,17.417,,,,
2011-05-23,9.458,10.167,0.708,,0.25,11.25,,,,
2011-05-24,13.542,14.583,1.042,,0.083,8.708,,,,
2011-05-25,35.913,48.478,12.565,,2.542,21.0,,,,
2011-05-26,13.083,14.125,1.042,,1.0,21.708,,,,
2011-05-27,17.348,18.957,1.609,,0.739,19.913,,,,
2011-05-28,13.792,15.25,1.458,,0.042,20.917,,,,
2011-05-29,6.75,7.5,0.75,,0.0,11.417,,,,
2011-05-30,4.583,5.375,0.792,,0.167,3.708,,,,
2011-05-31,4.042,4.708,0.667,,0.333,12.375,,,,
2011-06-01,8.87,10.13,1.261,,0.792,28.458,,,,
2011-06-02,25.708,33.042,7.333,,0.875,35.667,,,,
2011-06-03,27.261,32.391,5.13,,2.087,34.087,,,,
2011-06-04,28.167,36.667,8.5,,2.583,39.5,,,,
2011-06-05,15.652,17.087,1.435,,1.917,46.042,,,,
2011-06-06,13.375,13.833,0.458,,1.625,35.417,,,,
2011-06-07,26.875,29.958,3.083,,4.792,41.667,,,,
2011-06-08,12.583,13.125,0.542,,1.167,16.083,,,,
2011-06-09,20.083,21.25,1.167,,2.833,23.042,,,,
2011-06-10,23.957,26.435,2.478,,3.435,24.87,,,,
2011-06-11,16.667,17.708,1.042,,1.417,34.25,,,,
2011-06-12,16.957,17.174,0.217,,2.25,36.708,,,,
2011-06-13,20.042,20.875,0.833,,2.0,30.042,,,,
