date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,190.826,,,,17.304,14.167,18.333,4.167,12.042,,,,,208.13
2011-01-02,186.826,,,,7.87,6.833,9.042,2.208,8.375,,,,,194.696
2011-01-03,185.652,,,,7.783,7.417,10.292,2.875,4.167,,,,,193.435
2011-01-04,187.652,,,,6.478,6.667,7.875,1.208,19.875,,,,,194.13
2011-01-05,186.957,,,,7.043,8.25,9.417,1.167,3.083,,,,,194.0
2011-01-06,186.478,,,,11.174,18.391,23.913,5.522,8.083,,,,,197.652
2011-01-07,187.304,,,,8.652,12.167,16.5,4.333,3.167,,,,,195.957
2011-01-08,186.652,,,,8.0,9.5,10.708,1.208,2.583,,,,,194.652
2011-01-09,187.435,,,,11.783,14.083,17.75,3.667,9.458,,,,,199.217
2011-01-10,187.565,,,,13.87,21.292,26.917,5.625,12.917,,,,,201.435
2011-01-11,187.087,,,,12.739,17.583,23.792,6.208,14.792,,,,,199.826
2011-01-12,186.095,,,,8.524,12.167,13.25,1.083,3.292,,,,,194.619
2011-01-13,188.609,,,,19.478,19.478,36.957,17.478,10.875,,,,,208.087
2011-01-14,188.522,,,,9.565,11.0,16.917,5.917,10.25,,,,,198.087
2011-01-15,186.217,,,,7.826,7.875,13.458,5.583,5.75,,,,,194.043
2011-01-16,188.043,,,,15.391,17.5,32.167,14.667,9.167,,,,,203.435
2011-01-17,187.391,,,,16.348,18.542,32.375,13.833,10.292,,,,,203.739
2011-01-18,191.435,,,,28.696,21.083,44.958,23.875,15.792,,,,,220.13
2011-01-19,186.652,,,,21.261,15.917,33.583,17.667,7.708,,,,,207.913
2011-01-20,184.217,,,,13.609,16.739,21.696,4.957,2.208,,,,,197.826
2011-01-21,186.0,,,,13.217,14.917,22.792,7.875,1.333,,,,,199.217
2011-01-22,185.652,,,,12.435,10.875,15.667,4.792,0.792,,,,,198.087
2011-01-23,185.826,,,,9.957,11.292,14.792,3.5,1.792,,,,,195.783
2011-01-24,186.87,,,,9.478,12.333,12.792,0.458,1.042,,,,,196.348
2011-01-25,185.87,,,,9.87,12.917,13.208,0.292,8.0,,,,,195.739
2011-01-26,188.217,,,,10.609,15.708,15.75,0.042,4.708,,,,,198.826
2011-01-27,189.522,,,,18.217,20.261,31.13,10.87,12.917,,,,,207.739
2011-01-28,187.609,,,,11.348,14.5,20.75,6.25,12.708,,,,,198.957
2011-01-29,186.304,,,,5.478,5.167,8.792,3.625,2.875,,,,,191.783
2011-01-30,187.478,,,,9.739,14.042,19.958,5.917,3.083,,,,,197.217
2011-01-31,187.043,,,,12.783,20.5,28.0,7.5,5.292,,,,,199.826
2011-02-01,186.13,,,,12.043,16.542,28.667,12.125,8.25,,,,,198.174
2011-02-02,186.957,,,,8.13,9.875,12.958,3.083,3.25,,,,,195.087
2011-02-03,190.174,,,,17.043,24.696,36.13,11.435,8.25,,,,,207.217
2011-02-04,188.87,,,,14.522,17.708,26.208,8.5,17.875,,,,,203.391
2011-02-05,188.087,,,,10.391,11.667,19.833,8.167,16.0,,,,,198.478
2011-02-06,190.913,,,,27.609,29.5,61.667,32.167,23.542,,,,,218.522
2011-02-07,190.348,,,,23.609,21.5,53.5,32.0,10.25,,,,,213.957
2011-02-08,185.739,,,,6.783,7.167,15.375,8.208,1.708,,,,,192.522
2011-02-09,186.043,,,,8.565,11.417,17.458,6.042,4.417,,,,,194.609
2011-02-10,185.435,,,,10.609,14.435,19.522,5.087,6.333,,,,,196.043
2011-02-11,186.087,,,,9.348,11.125,15.292,4.167,5.5,,,,,195.435
2011-02-12,185.739,,,,6.087,6.167,10.208,4.042,5.042,,,,,191.826
2011-02-13,186.391,,,,14.957,21.0,32.042,11.042,12.25,,,,,201.348
2011-02-14,188.391,,,,24.783,29.625,57.667,28.042,7.042,,,,,213.174
2011-02-15,187.783,,,,14.174,19.625,30.792,11.167,9.542,,,,,201.957
2011-02-16,187.478,,,,14.174,20.125,29.333,9.208,10.083,,,,,201.652
2011-02-17,185.261,,,,8.304,10.826,13.261,2.435,4.625,,,,,193.565
2011-02-18,187.435,,,,6.783,6.625,7.417,0.792,3.75,,,,,194.217
2011-02-19,187.652,,,,8.87,9.625,12.0,2.375,6.25,,,,,196.522
2011-02-20,186.957,,,,10.261,13.583,17.667,4.083,5.167,,,,,197.217
2011-02-21,187.609,,,,17.261,19.708,28.833,9.125,10.917,,,,,204.87
2011-02-22,186.391,,,,13.87,15.75,27.625,11.875,18.042,,,,,200.261
2011-02-23,184.174,,,,14.174,11.208,28.458,17.25,8.042,,,,,198.348
2011-02-24,190.174,,,,14.0,16.957,24.739,7.783,27.167,,,,,204.174
2011-02-25,187.348,,,,16.261,16.0,24.625,8.625,18.542,,,,,203.609
2011-02-26,186.609,,,,8.261,7.208,7.958,0.75,8.375,,,,,194.87
2011-02-27,186.565,,,,7.304,6.765,6.941,0.176,5.958,,,,,193.87
2011-02-28,186.348,,,,11.478,11.762,14.0,2.238,8.083,,,,,197.826
2011-03-01,188.696,,,,22.565,24.75,31.917,7.167,19.292,,,,,211.261
2011-03-02,187.095,,,,21.952,19.043,26.0,6.957,9.458,,,,,209.048
2011-03-03,187.261,,,,12.0,10.917,12.0,1.083,8.833,,,,,199.261
2011-03-04,187.478,,,,12.565,9.75,11.333,1.583,14.042,,,,,200.043
2011-03-05,184.421,,,,18.684,16.217,22.739,6.522,1.417,,,,,203.105
2011-03-06,190.13,,,,30.261,25.167,38.667,13.5,9.417,,,,,220.391
2011-03-07,189.739,,,,16.13,14.167,15.292,1.125,22.75,,,,,205.87
2011-03-08,192.87,,,,26.783,29.0,37.042,8.042,33.333,,,,,219.652
2011-03-09,190.304,,,,25.435,32.391,39.0,6.609,19.75,,,,,215.739
2011-03-10,186.13,,,,11.783,11.75,12.542,0.792,4.417,,,,,197.913
2011-03-11,184.652,,,,7.043,4.625,4.875,0.25,6.333,,,,,191.696
2011-03-12,187.391,,,,8.696,8.542,9.292,0.75,7.958,,,,,196.087
2011-03-13,186.619,,,,8.571,11.917,12.917,1.0,7.667,,,,,195.19
2011-03-14,186.652,,,,10.348,12.625,13.708,1.083,8.042,,,,,197.0
2011-03-15,186.652,,,,10.304,15.667,22.417,6.75,13.542,,,,,196.957
2011-03-16,186.304,,,,10.261,12.826,16.0,3.174,10.625,,,,,196.565
2011-03-17,183.0,,,,16.13,12.083,13.125,1.042,7.833,,,,,199.13
2011-03-18,186.652,,,,15.043,14.083,15.458,1.375,4.333,,,,,201.696
2011-03-19,186.348,,,,7.609,7.292,8.417,1.125,5.375,,,,,193.957
2011-03-20,185.043,,,,7.435,8.958,10.25,1.292,5.167,,,,,192.478
