date,HUM_max,HUM_mean,HUM_min,NO2_mean,NOX_mean,NO_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min
2011-01-01,,,,16.917,22.667,5.75,15.125,,,
2011-01-02,,,,9.826,12.826,3.0,9.792,,,
2011-01-03,,,,9.625,10.375,0.75,5.583,,,
2011-01-04,,,,9.333,9.417,0.083,12.708,,,
2011-01-05,,,,17.292,22.333,5.042,8.042,,,
2011-01-06,,,,23.045,28.727,5.682,10.227,,,
2011-01-07,,,,14.875,20.25,5.375,6.0,,,
2011-01-08,,,,12.0,13.625,1.625,4.167,,,
2011-01-09,,,,18.304,21.478,3.174,12.792,,,
2011-01-10,,,,23.708,43.75,20.042,22.667,,,
2011-01-11,,,,17.375,35.208,17.833,14.833,,,
2011-01-12,,,,15.458,20.833,5.375,5.708,,,
2011-01-13,,,,20.417,32.958,12.542,11.75,,,
2011-01-14,,,,13.583,16.167,2.583,12.292,,,
2011-01-15,,,,13.083,16.083,3.0,11.458,,,
2011-01-16,,,,15.652,17.783,2.13,10.5,,,
2011-01-17,,,,19.792,24.583,4.792,12.625,,,
2011-01-18,,,,29.75,69.625,39.875,22.167,,,
2011-01-19,,,,32.087,51.217,19.13,27.304,,,
2011-01-20,,,,22.292,25.542,3.25,18.333,,,
2011-01-21,,,,21.875,24.333,2.458,20.083,,,
2011-01-22,,,,10.875,12.708,1.833,7.708,,,
2011-01-23,,,,13.739,26.348,12.609,6.958,,,
2011-01-24,,,,10.417,11.75,1.333,2.625,,,
2011-01-25,,,,8.875,9.333,0.458,5.25,,,
2011-01-26,,,,12.125,13.542,1.417,6.458,,,
2011-01-27,,,,18.75,24.542,5.792,14.292,,,
2011-01-28,,,,11.875,12.5,0.625,14.917,,,
2011-01-29,,,,5.083,5.083,0.0,2.583,,,
2011-01-30,,,,17.227,21.091,3.864,6.583,,,
2011-01-31,,,,23.375,45.917,22.542,11.042,,,
2011-02-01,,,,21.167,52.0,30.833,13.75,,,
2011-02-02,,,,14.375,16.583,2.208,4.958,,,
2011-02-03,,,,26.583,44.208,17.625,10.875,,,
2011-02-04,,,,20.25,40.208,19.958,19.375,,,
2011-02-05,,,,15.292,16.583,1.292,21.792,,,
2011-02-06,,,,27.565,35.652,8.087,33.792,,,
2011-02-07,,,,23.458,33.5,10.042,14.792,,,
2011-02-08,,,,8.292,8.958,0.667,3.875,,,
2011-02-09,,,,9.913,10.522,0.609,6.826,,,
2011-02-10,,,,17.0,21.958,4.958,12.667,,,
2011-02-11,,,,15.292,17.917,2.625,10.0,,,
2011-02-12,,,,10.167,10.583,0.417,10.458,,,
