date,CH4_mean,HUM_max,HUM_mean,HUM_min,NMHC_mean,NO2_mean,NOX_mean,NO_mean,PM25_mean,SPM_mean,TEMP_max,TEMP_mean,TEMP_min,THC_mean
2011-01-01,194.826,71.0,59.542,40.0,15.565,12.917,14.167,1.25,,15.208,111.0,68.208,25.0,210.391
2011-01-02,193.391,89.0,66.875,50.0,9.565,6.625,7.125,0.5,,13.417,84.0,61.333,41.0,202.957
2011-01-03,191.696,67.0,58.667,50.0,8.217,9.875,10.625,0.75,,16.792,75.0,57.667,37.0,199.913
2011-01-04,194.0,85.0,58.75,27.0,7.952,8.826,9.565,0.739,,24.957,78.0,44.375,21.0,201.952
2011-01-05,192.696,82.0,69.333,52.0,10.739,16.708,22.792,6.083,,9.042,68.0,35.125,5.0,203.435
2011-01-06,198.435,87.0,59.708,34.0,25.565,27.565,52.174,24.609,,17.667,89.0,52.625,7.0,224.0
2011-01-07,191.609,74.0,60.708,37.0,9.913,13.375,21.083,7.708,,8.083,83.0,52.917,28.0,201.522
2011-01-08,197.13,75.0,62.792,43.0,20.217,18.583,26.417,7.833,,11.708,78.0,46.0,24.0,217.348
2011-01-09,197.261,81.0,65.208,47.0,18.261,18.667,24.542,5.875,,19.75,105.0,60.167,31.0,215.522
2011-01-10,203.0,89.0,64.125,37.0,36.174,32.417,57.583,25.167,,37.25,109.0,64.875,17.0,239.174
2011-01-11,194.818,70.0,58.958,39.0,18.364,15.087,18.739,3.652,,25.875,98.0,61.0,16.0,213.182
2011-01-12,194.304,75.0,58.417,38.0,17.957,23.333,37.292,13.958,,11.0,72.0,35.5,6.0,212.261
2011-01-13,200.783,79.0,57.708,38.0,33.739,24.208,57.583,33.375,,20.042,91.0,55.833,16.0,234.522
2011-01-14,195.565,73.0,62.958,55.0,15.435,18.083,20.542,2.458,,35.833,78.0,58.625,46.0,211.0
2011-01-15,196.739,74.0,63.625,49.0,19.957,16.708,20.25,3.542,,15.167,79.0,58.208,36.0,216.696
2011-01-16,192.727,75.0,58.667,47.0,14.091,15.739,18.174,2.435,,11.417,61.0,53.083,43.0,206.818
2011-01-17,193.391,84.0,57.292,33.0,19.652,19.042,28.333,9.292,,12.458,97.0,56.583,23.0,213.043
2011-01-18,196.391,76.0,54.417,29.0,30.478,26.917,37.958,11.042,,16.667,112.0,57.292,11.0,226.87
2011-01-19,193.826,97.0,78.167,59.0,30.87,29.125,41.667,12.542,,20.167,73.0,56.875,50.0,224.696
2011-01-20,190.478,97.0,88.5,78.0,21.043,20.391,24.609,4.217,,11.417,96.0,73.667,50.0,211.522
2011-01-21,192.913,96.0,91.75,82.0,28.522,26.125,36.875,10.75,,21.917,89.0,74.417,60.0,221.435
2011-01-22,196.304,97.0,81.25,58.0,28.087,24.375,31.542,7.167,,20.208,112.0,74.208,39.0,224.391
2011-01-23,193.217,82.0,71.958,50.0,15.522,11.25,12.5,1.25,,5.875,90.0,65.875,32.0,208.739
2011-01-24,189.957,69.0,55.125,42.0,10.826,12.083,14.25,2.167,,7.292,61.0,31.875,14.0,200.783
2011-01-25,192.957,63.0,50.25,31.0,12.348,14.958,17.458,2.5,,17.167,63.0,28.792,6.0,205.304
2011-01-26,193.762,68.0,55.083,40.0,16.952,17.478,20.913,3.435,,7.957,53.0,22.25,-5.0,210.714
2011-01-27,197.217,78.0,61.708,45.0,24.13,29.348,39.435,10.087,,26.333,69.0,35.583,4.0,221.348
2011-01-28,197.435,75.0,62.792,39.0,22.87,19.708,26.083,6.375,,22.125,85.0,45.0,25.0,220.304
2011-01-29,194.174,81.0,66.375,43.0,15.739,12.458,13.875,1.417,,9.417,55.0,32.917,14.0,209.913
2011-01-30,196.826,80.0,69.417,49.0,23.87,22.958,28.333,5.375,,9.75,59.0,30.292,10.0,220.696
